Id,Note Id,Related to Id,Related to Type
29002328,70029685377,70104844077,Contact
29002398,70029685447,70104844078,Contact
29002706,70029685755,70104844079,Contact
29003684,70029686730,70104888939,Contact
29003765,70029686811,70104888940,Contact
29003852,70029686898,70104888942,Contact
29003918,70029686964,70104933472,Contact
29004311,70029687356,70104933474,Contact
29027540,70029710492,70105462063,Contact
29027618,70029710570,70105462063,Contact
29029026,70029711971,70105421006,Contact
29157851,70029839867,70105991099,Contact
29159052,70029841055,70105740817,Contact
29159073,70029841075,70106069800,Contact
29159185,70029841184,70105730084,Contact
29159243,70029841242,70105754788,Contact
29159261,70029841259,70105851321,Contact
29159282,70029841279,70105829106,Contact
29159315,70029841312,70105755259,Contact
29159337,70029841334,70105994957,Contact
29159352,70029841349,70106013649,Contact
29159389,70029841385,70106068288,Contact
29159408,70029841404,70105992707,Contact
29159524,70029841519,70105967640,Contact
29159553,70029841548,70105753730,Contact
29159719,70029841713,70105944814,Contact
29159790,70029841783,70105639856,Contact
29159808,70029841801,70105614667,Contact
29159823,70029841816,70105543550,Contact
29159846,70029841839,70105584683,Contact
29159873,70029841866,70105588528,Contact
29159916,70029841908,70105555807,Contact
29159932,70029841924,70105577132,Contact
29159955,70029841946,70105612804,Contact
29159979,70029841969,70105621910,Contact
29160065,70029842054,70105633929,Contact
29160087,70029842076,70105470122,Contact
29160192,70029842180,70105423725,Contact
29160214,70029842202,70105434358,Contact
29166840,70029848790,70106101848,Contact
29193448,70029875213,70106132681,Contact
29194317,70029876078,70104844079,Contact
29194626,70029876387,70106169774,Contact
29195126,70029876887,70106126743,Contact
29195806,70029877563,70104670817,Contact
29196675,70029878426,70101975556,Contact
29196732,70029878482,70102977326,Contact
29196839,70029878587,70102910805,Contact
29197324,70029879069,70102772911,Contact
29202917,70029884645,70102857315,Contact
29203032,70029884760,70102857316,Contact
29203196,70029884923,70102857310,Contact
29203323,70029885049,70105414111,Contact
29203617,70029885343,70105591540,Contact
29203788,70029885514,70105591540,Contact
29203980,70029885706,70105591543,Contact
29204250,70029885973,70105632385,Contact
29204381,70029886104,70105771058,Contact
29204767,70029886487,70105844424,Contact
29204824,70029886543,70105922954,Contact
29204983,70029886701,70105922956,Contact
29205067,70029886785,70106121325,Contact
29223937,70029905520,70106239014,Contact
29224124,70029905700,70106273179,Contact
29224493,70029906068,70106297120,Contact
29228226,70029909787,70104989647,Contact
29228299,70029909859,70104989649,Contact
29228322,70029909882,70104989649,Contact
29228347,70029909907,70104989649,Contact
29228515,70029910074,70104989649,Contact
29229160,70029910716,70104989653,Contact
29229833,70029911388,70106340449,Contact
29229846,70029911401,70106313342,Contact
29229873,70029911428,70106307871,Contact
29234998,70029916526,70105040684,Contact
29236211,70029917731,70104276449,Contact
29236335,70029917854,70105154211,Contact
29236495,70029918014,70105154212,Contact
29237225,70029918743,70105204062,Contact
29237337,70029918855,70105261176,Contact
29237574,70029919092,70105261178,Contact
29237716,70029919234,70105354335,Contact
29237868,70029919386,70105414110,Contact
29238272,70029919790,70105414112,Contact
29238398,70029919916,70105462064,Contact
29279491,70029960623,70105261177,Contact
29279556,70029960688,70105551635,Contact
29279625,70029960755,70104989647,Contact
29279668,70029960797,70105591542,Contact
29303937,70029984758,70105922955,Contact
29304028,70029984849,70106297119,Contact
29307270,70029988084,70106642581,Contact
29307382,70029988196,70106528578,Contact
29307469,70029988283,70106630426,Contact
29307545,70029988358,70106663280,Contact
29307587,70029988400,70106658637,Contact
29307686,70029988499,70106523179,Contact
29307738,70029988551,70106514885,Contact
29307761,70029988574,70106504545,Contact
29307830,70029988643,70106488820,Contact
29307856,70029988669,70106485447,Contact
29307911,70029988724,70106407675,Contact
29307956,70029988769,70106397401,Contact
29307989,70029988802,70106393566,Contact
29308046,70029988859,70106359155,Contact
29308106,70029988919,70106351165,Contact
29311144,70029991943,70105551636,Contact
29311293,70029992088,70105632384,Contact
29311333,70029992127,70105632386,Contact
29311367,70029992161,70105632387,Contact
29311425,70029992218,70105771057,Contact
29311478,70029992270,70105922953,Contact
29311513,70029992305,70106580210,Contact
29311535,70029992327,70105991095,Contact
29311861,70029992650,70105991098,Contact
29311876,70029992665,70106633483,Contact
29311940,70029992729,70106051268,Contact
29312394,70029993182,70106633484,Contact
29331390,70030011946,70105991101,Contact
29331504,70030012060,70105991102,Contact
29331534,70030012089,70106051269,Contact
29331618,70030012172,70106051270,Contact
29331719,70030012273,70106121326,Contact
29332248,70030012795,70106709371,Contact
29334870,70030015414,70106709368,Contact
29334934,70030015478,70106709368,Contact
29335063,70030015606,70106709365,Contact
29335188,70030015731,70106121327,Contact
29335260,70030015803,70106121328,Contact
29335369,70030015913,70106121329,Contact
29335479,70030016024,70106244964,Contact
29335579,70030016124,70106244966,Contact
29336154,70030016697,70106297122,Contact
29344238,70030024768,70092439753,Contact
29344367,70030024896,70092900575,Contact
29344403,70030024932,70092614456,Contact
29344463,70030024992,70092900578,Contact
29344500,70030025029,70093366026,Contact
29344533,70030025062,70093491574,Contact
29344552,70030025081,70093653736,Contact
29344591,70030025120,70093901129,Contact
29344628,70030025157,70094147514,Contact
29344652,70030025181,70094206948,Contact
29344745,70030025274,70093701867,Contact
29344780,70030025310,70093963765,Contact
29344994,70030025525,70094018451,Contact
29345005,70030025536,70094085922,Contact
29345064,70030025595,70094147516,Contact
29345139,70030025670,70094147517,Contact
29345182,70030025713,70094181315,Contact
29345210,70030025741,70094262482,Contact
29345239,70030025770,70094316699,Contact
29345262,70030025793,70094615800,Contact
29345348,70030025879,70091270996,Contact
29345381,70030025912,70093436948,Contact
29345456,70030025987,70093436950,Contact
29345515,70030026045,70093491577,Contact
29345576,70030026105,70093653733,Contact
29345663,70030026192,70093091483,Contact
29345714,70030026243,70093091485,Contact
29347864,70030028390,70094615801,Contact
29347921,70030028447,70094316700,Contact
29347974,70030028501,70095280732,Contact
29348481,70030029008,70094316698,Contact
29348642,70030029169,70094424343,Contact
29348743,70030029269,70094784568,Contact
29350024,70030030547,70095076640,Contact
29350551,70030031074,70095141124,Contact
29352478,70030032985,70095228101,Contact
29352508,70030033014,70095228102,Contact
29352589,70030033095,70095532869,Contact
29352673,70030033179,70095875677,Contact
29353016,70030033520,70096039156,Contact
29353179,70030033682,70098173561,Contact
29353973,70030034468,70098173562,Contact
29354050,70030034545,70098935304,Contact
29354078,70030034573,70096141600,Contact
29354110,70030034605,70098173563,Contact
29354137,70030034632,70098225318,Contact
29354185,70030034680,70098225320,Contact
29354224,70030034719,70098396838,Contact
29354312,70030034806,70098478990,Contact
29354546,70030035037,70096190730,Contact
29354609,70030035098,70095532870,Contact
29354647,70030035136,70096821073,Contact
29354713,70030035201,70097919967,Contact
29354795,70030035282,70098011095,Contact
29354838,70030035325,70098063715,Contact
29354884,70030035370,70098116057,Contact
29354920,70030035406,70098798765,Contact
29354991,70030035474,70098798767,Contact
29355355,70030035829,70099125731,Contact
29355415,70030035886,70098275835,Contact
29355590,70030036061,70099276993,Contact
29355658,70030036129,70099377993,Contact
29355703,70030036174,70099532004,Contact
29355725,70030036196,70101929164,Contact
29355745,70030036216,70101975561,Contact
29355773,70030036244,70101177326,Contact
29355809,70030036280,70102522140,Contact
29355836,70030036307,70102681187,Contact
29355854,70030036325,70102681188,Contact
29355871,70030036342,70102681189,Contact
29355930,70030036401,70102857312,Contact
29356001,70030036472,70102857314,Contact
29356069,70030036540,70102910807,Contact
29368109,70030048454,70104417413,Contact
29368180,70030048525,70104471589,Contact
29370329,70030050659,70098534464,Contact
29370395,70030050724,70098594274,Contact
29370438,70030050767,70098594275,Contact
29370480,70030050809,70098647123,Contact
29370534,70030050861,70099430741,Contact
29374298,70030054602,70102309979,Contact
29374396,70030054699,70102309977,Contact
29375196,70030055500,70101883803,Contact
29375268,70030055572,70101929162,Contact
29380123,70030060405,70103084914,Contact
29380150,70030060432,70103084915,Contact
29380167,70030060449,70103084916,Contact
29380457,70030060736,70103084918,Contact
29380494,70030060773,70103186597,Contact
29380523,70030060802,70103186598,Contact
29380550,70030060829,70103390587,Contact
29380602,70030060881,70103390588,Contact
29380632,70030060911,70103390589,Contact
29380685,70030060963,70103390592,Contact
29380737,70030061015,70103482587,Contact
29380783,70030061061,70103566810,Contact
29380885,70030061162,70104933474,Contact
29380913,70030061190,70104933472,Contact
29380990,70030061266,70104888942,Contact
29381007,70030061283,70104888940,Contact
29381047,70030061322,70104844077,Contact
29381060,70030061335,70105389918,Contact
29381095,70030061369,70104950454,Contact
29381122,70030061396,70104741837,Contact
29381167,70030061440,70104741835,Contact
29381184,70030061456,70105095540,Contact
29381216,70030061488,70105040685,Contact
29381246,70030061517,70104989651,Contact
29381263,70030061534,70104806719,Contact
29381291,70030061560,70104471593,Contact
29381335,70030061604,70104522376,Contact
29381429,70030061697,70104366210,Contact
29381438,70030061706,70104417415,Contact
29381519,70030061786,70104417414,Contact
29381613,70030061879,70104417412,Contact
29381665,70030061931,70104571743,Contact
29381726,70030061992,70104620472,Contact
29381788,70030062054,70104315989,Contact
29381812,70030062078,70104240138,Contact
29382023,70030062286,70104670815,Contact
29382065,70030062328,70104127498,Contact
29382104,70030062367,70104025828,Contact
29382852,70030063112,70103761997,Contact
29382906,70030063166,70102815850,Contact
29382946,70030063205,70101135310,Contact
29382985,70030063243,70104276450,Contact
29383014,70030063271,70104121857,Contact
29383050,70030063307,70103390590,Contact
29385630,70030065863,70101438717,Contact
29385658,70030065891,70103084917,Contact
29416826,70030096803,70093901131,Contact
29416857,70030096834,70098402561,Contact
29416919,70030096895,70102102955,Contact
29416964,70030096940,70106297121,Contact
29416990,70030096966,70106363041,Contact
29417365,70030097338,70106363042,Contact
29417752,70030097725,70106416231,Contact
29417813,70030097785,70106416232,Contact
29419387,70030099354,70106466222,Contact
29419459,70030099426,70106512516,Contact
29419593,70030099560,70106580211,Contact
29419653,70030099620,70106633485,Contact
29419737,70030099704,70106709367,Contact
29419984,70030099951,70106709369,Contact
29420452,70030100419,70106709369,Contact
29420584,70030100550,70106767545,Contact
29420649,70030100615,70106767546,Contact
29428397,70030108353,70106988865,Contact
29456699,70030136498,70104093700,Contact
29456773,70030136572,70104366211,Contact
29456823,70030136622,70105272950,Contact
29456911,70030136709,70105505729,Contact
29458013,70030137798,70106150741,Contact
29458350,70030138132,70104670815,Contact
29492359,70030171834,70104076691,Contact
29492398,70030171873,70103572714,Contact
29492444,70030171918,70103454358,Contact
29493299,70030172770,70095696052,Contact
29493394,70030172866,70099430740,Contact
29493423,70030172895,70103611944,Contact
29493456,70030172928,70103654821,Contact
29493546,70030173017,70103611946,Contact
29493596,70030173066,70103865046,Contact
29493624,70030173094,70103865047,Contact
29493673,70030173143,70101030341,Contact
29493727,70030173197,70101124834,Contact
29493766,70030173236,70103156796,Contact
29493810,70030173279,70103914690,Contact
29494907,70030174378,70106363042,Contact
29495407,70030174877,70105591542,Contact
29503917,70030183343,70105551636,Contact
29504005,70030183431,70104989653,Contact
29506844,70030186255,70104417412,Contact
29509374,70030188773,70107371846,Contact
29509935,70030189331,70107446846,Contact
29511214,70030190597,70107371847,Contact
29512923,70030192299,70107371845,Contact
29528254,70030207490,70102102578,Contact
29528430,70030207665,70102857316,Contact
29528611,70030207845,70105771058,Contact
29528617,70030207851,70107585563,Contact
29528681,70030207914,70105922954,Contact
29528972,70030208202,70107585561,Contact
29529456,70030208681,70107216457,Contact
29532622,70030211820,70105922956,Contact
29541669,70030220821,70106512852,Contact
29541922,70030221071,70106767547,Contact
29542050,70030221199,70106841238,Contact
29561231,70030240177,70103355112,Contact
29561303,70030240249,70106416229,Contact
29561502,70030240447,70106416230,Contact
29561599,70030240543,70106556872,Contact
29562695,70030241635,70106841240,Contact
29562746,70030241686,70106920809,Contact
29562862,70030241802,70106976850,Contact
29563134,70030242074,70106988863,Contact
29563298,70030242237,70106988866,Contact
29564041,70030242979,70107042400,Contact
29566370,70030245305,70107779111,Contact
29570929,70030249848,70107719073,Contact
29602737,70030281495,70107321001,Contact
29602817,70030281575,70107321002,Contact
29602914,70030281672,70107321003,Contact
29603189,70030281945,70107585566,Contact
29623507,70030302129,70107216458,Contact
29623664,70030302286,70107267023,Contact
29624254,70030302872,70107267024,Contact
29624413,70030303029,70107446851,Contact
29624533,70030303148,70107446852,Contact
29662504,70030341019,70107977422,Contact
29665635,70030344115,70107042400,Contact
29665733,70030344213,70107042400,Contact
29665961,70030344441,70107585566,Contact
29675236,70030353670,70108106019,Contact
29683381,70030361782,70108070084,Contact
29701379,70030379636,70107371845,Contact
29733738,70030411722,70108415095,Contact
29751017,70030428934,70108563582,Contact
29751485,70030429402,70108563581,Contact
29752499,70030430416,70108501895,Contact
29752997,70030430913,70108501892,Contact
29775459,70030453290,70108641246,Contact
29835413,70030513103,70108826589,Contact
29978572,70030655688,70109567393,Contact
29979592,70030656705,70109508758,Contact
30010543,70030687387,70109890598,Contact
30010605,70030687448,70109890598,Contact
30010897,70030687740,70109891963,Contact
30025428,70030702171,70109818491,Contact
30025782,70030702525,70107371845,Contact
30061641,70030738181,70109948346,Contact
30061902,70030738441,70110080846,Contact
30062210,70030738746,70110132186,Contact
30071899,70030748385,70108916415,Contact
30072005,70030748491,70108955797,Contact
30072127,70030748614,70109298505,Contact
30072214,70030748701,70109508760,Contact
30072316,70030748803,70109760593,Contact
30072462,70030748950,70110141308,Contact
30072503,70030748991,70109818492,Contact
30072556,70030749044,70180046024,Contact
30072624,70030749112,70110021745,Contact
30072927,70030749414,70110190931,Contact
30096499,70030772795,70110268752,Contact
30097725,70030774018,70109948346,Contact
30129050,70030805128,70093091479,Contact
30141984,70030818018,70110412357,Contact
30146527,70030822525,70110412364,Contact
30167630,70030843523,70109890598,Contact
30208130,70030883874,70110412357,Contact
30271350,70030947013,70111135263,Contact
30271357,70030947020,70111135263,Contact
30277064,70030952723,70111196515,Contact
30282915,70030958554,70111173181,Contact
30283770,70030959410,70111118122,Contact
30284038,70030959680,70111118122,Contact
30285642,70030961285,70110934272,Contact
30287007,70030962650,70110639236,Contact
30309533,70030985091,70111297699,Contact
30323483,70030998966,70109567393,Contact
30349965,70031025283,70111318727,Contact
30350632,70031025948,70111317422,Contact
30351138,70031026453,70110412357,Contact
30351874,70031027185,70111453079,Contact
30392057,70031067299,70111453080,Contact
30448882,70031124038,70111200506,Contact
30449057,70031124213,70111128968,Contact
30449272,70031124428,70110408484,Contact
30449953,70031125109,70111719351,Contact
30450418,70031125574,70111584944,Contact
30451471,70031126627,70110379286,Contact
30451596,70031126752,70107532705,Contact
30451663,70031126819,70110322650,Contact
30451704,70031126860,70110915428,Contact
30451797,70031126953,70111053727,Contact
30451845,70031127001,70111120217,Contact
30452221,70031127377,70111360502,Contact
30452275,70031127431,70111390012,Contact
30452390,70031127546,70111297699,Contact
30460203,70031135360,70110408484,Contact
30462123,70031137276,70111194449,Contact
30462199,70031137352,70110684597,Contact
30498195,70031173316,70111196515,Contact
30499398,70031174518,70111212850,Contact
30509382,70031184496,70111317423,Contact
30511055,70031186169,70111719351,Contact
30516540,70031191648,70112207310,Contact
30536032,70031211056,70112060513,Contact
30536068,70031211091,70112060450,Contact
30536792,70031211815,70112031345,Contact
30557159,70031232124,70112178408,Contact
30571258,70031246169,70112279821,Contact
30571710,70031246619,70112319156,Contact
30574330,70031249221,70112074521,Contact
30574449,70031249340,70112060428,Contact
30574620,70031249511,70111849237,Contact
30574677,70031249568,70111849237,Contact
30577507,70031252381,70112031324,Contact
30591978,70031266813,70112326312,Contact
30594699,70031269528,70112381704,Contact
30595370,70031270198,70112326312,Contact
30595426,70031270254,70111257862,Contact
30596482,70031271304,70110408484,Contact
30601327,70031276129,70110412357,Contact
30731253,70031405517,70112769075,Contact
30731262,70031405526,70112747430,Contact
30733098,70031407344,70113025137,Contact
30736991,70031411214,70113025137,Contact
30737529,70031411759,70110412357,Contact
30739031,70031413267,70112636730,Contact
30739269,70031413506,70112987271,Contact
30762372,70031436519,70112852398,Contact
30763103,70031437242,70113163360,Contact
30763787,70031437921,70112704194,Contact
30776456,70031450534,70113262349,Contact
30777455,70031451527,70113401406,Contact
30777491,70031451563,70113401406,Contact
30798081,70031472014,70113389737,Contact
30799459,70031473387,70113326006,Contact
30898248,70031571755,70111297699,Contact
30898249,70031571756,70111297699,Contact
30899663,70031573166,70113931042,Contact
30939606,70031612953,70113283029,Contact
30940234,70031613580,70113295190,Contact
30943617,70031616957,70114096595,Contact
30943761,70031617101,70114096596,Contact
30944034,70031617372,70114096597,Contact
30944770,70031618108,70113931042,Contact
30945451,70031618788,70114023976,Contact
30945473,70031618810,70114023973,Contact
30945769,70031619106,70113286624,Contact
30945886,70031619223,70113314642,Contact
30946051,70031619388,70113399444,Contact
30946308,70031619645,70113511767,Contact
30946354,70031619691,70113602407,Contact
30946364,70031619701,70113493298,Contact
30946365,70031619702,70113476844,Contact
30946371,70031619708,70113476844,Contact
30946375,70031619712,70113453865,Contact
30946420,70031619757,70113645765,Contact
30946664,70031620000,70113764919,Contact
30946740,70031620076,70113774549,Contact
30946746,70031620082,70113800176,Contact
30946816,70031620152,70113822221,Contact
30949636,70031622973,70113867616,Contact
30950628,70031623964,70114005608,Contact
30950633,70031623969,70114058592,Contact
30950879,70031624215,70113280653,Contact
30951056,70031624392,70113401406,Contact
30951176,70031624512,70114123655,Contact
30951351,70031624687,70114007666,Contact
30951632,70031624969,70113888601,Contact
30951776,70031625113,70113690809,Contact
30974155,70031647408,70114173882,Contact
30974161,70031647414,70114173884,Contact
30974168,70031647421,70114173887,Contact
30974177,70031647430,70114233458,Contact
30974185,70031647438,70114233459,Contact
30974190,70031647443,70114233460,Contact
30974195,70031647448,70114233461,Contact
30975077,70031648330,70114268404,Contact
30975112,70031648365,70114268404,Contact
30988013,70031661239,70114096594,Contact
30992414,70031665629,70114210615,Contact
30992493,70031665708,70114211307,Contact
30992526,70031665741,70114212676,Contact
30993009,70031666219,70114243925,Contact
31008520,70031681641,70114245338,Contact
31009591,70031682712,70114268404,Contact
31009754,70031682875,70114346035,Contact
31010352,70031683469,70114348861,Contact
31037414,70031710481,70114245338,Contact
31054243,70031727299,70114440533,Contact
31054364,70031727420,70114440535,Contact
31054444,70031727500,70114525016,Contact
31102616,70031775576,70114841319,Contact
31156026,70031828770,70114490917,Contact
31156217,70031828961,70114835058,Contact
31159893,70031832631,70114932602,Contact
31169829,70031842557,70115169034,Contact
31191214,70031863762,70114835054,Contact
31191511,70031864057,70114835060,Contact
31238620,70031910960,70113427930,Contact
31238638,70031910978,70113897676,Contact
31314503,70031986393,70116029653,Contact
31315574,70031987463,70115455377,Contact
31316364,70031988253,70115539922,Contact
31338130,70032009941,70115539922,Contact
31341166,70032012972,70116168468,Contact
31376388,70032047958,70116383325,Contact
31411575,70032083012,70116572308,Contact
31411783,70032083218,70116193263,Contact
31511691,70032182653,70116782950,Contact
31512419,70032183380,70086889408,Contact
31520637,70032191594,70086889408,Contact
31547834,70032218648,70116782950,Contact
31581847,70032252467,70116782950,Contact
31582108,70032252728,70086889408,Contact
31611512,70032281978,70117408308,Contact
31612367,70032282825,70117263208,Contact
31615252,70032285696,70117292944,Contact
31615284,70032285727,70117292944,Contact
31639428,70032309691,70117292744,Contact
31639535,70032309798,70117176147,Contact
31639675,70032309937,70117117691,Contact
31639785,70032310047,70117102249,Contact
31639836,70032310097,70117070874,Contact
31640026,70032310287,70117007872,Contact
31671946,70032342043,70072066304,Contact
31672649,70032342740,70117657891,Contact
31713482,70032383248,70117292944,Contact
31722822,70032392547,70117585256,Contact
31727576,70032397290,70117898950,Contact
31747177,70032416681,70117638624,Contact
31749104,70032418594,70116782950,Contact
31749508,70032418996,70117645508,Contact
31753671,70032423118,70117946122,Contact
31759448,70032428879,70117898871,Contact
31759550,70032428980,70117825800,Contact
31759668,70032429097,70117791441,Contact
31781868,70032451031,70117898950,Contact
31784994,70032454164,70118044481,Contact
31786388,70032455565,70118050762,Contact
31824663,70032493585,70118110226,Contact
31894056,70032562436,70118495923,Contact
31894365,70032562744,70118300495,Contact
31894449,70032562827,70118303551,Contact
31895005,70032563380,70118328822,Contact
31895082,70032563457,70118333445,Contact
31895121,70032563496,70118342819,Contact
31895171,70032563546,70118348466,Contact
31896111,70032564486,70118433133,Contact
31896810,70032565181,70118484147,Contact
31897082,70032565452,70118459703,Contact
31933824,70032602070,70118504605,Contact
31935787,70032604028,70118459703,Contact
31935855,70032604095,70118484147,Contact
31937794,70032606028,70116782950,Contact
31944178,70032612393,70118542711,Contact
31946766,70032614971,70118297276,Contact
31952825,70032621003,70118303551,Contact
31979687,70032647735,70118794234,Contact
31986406,70032654445,70118794234,Contact
31986414,70032654453,70118706279,Contact
31989480,70032657502,70118811725,Contact
32007490,70032675396,70118943441,Contact
32010772,70032678660,70116782950,Contact
32012539,70032680426,70118811725,Contact
32013239,70032681126,70110490843,Contact
32013357,70032681244,70110773879,Contact
32042503,70032710345,70118484147,Contact
32054767,70032722584,70119094210,Contact
32054971,70032722788,70119099769,Contact
32061008,70032728819,70119106188,Contact
32061172,70032728983,70119037804,Contact
32061227,70032729038,70119106182,Contact
32061422,70032729233,70118375878,Contact
32062947,70032730756,70119106186,Contact
32078024,70032745751,70113038254,Contact
32078436,70032746163,70106512852,Contact
32078465,70032746191,70106767546,Contact
32078701,70032746427,70119161462,Contact
32079322,70032747047,70119182511,Contact
32079399,70032747124,70119185419,Contact
32080994,70032748714,70108772549,Contact
32081629,70032749348,70112074521,Contact
32081856,70032749575,70113427930,Contact
32082039,70032749758,70114123655,Contact
32082129,70032749848,70114123655,Contact
32082165,70032749884,70114123655,Contact
32082204,70032749923,70114123655,Contact
32082576,70032750294,70116572308,Contact
32088025,70032755740,70117070874,Contact
32088046,70032755761,70117070874,Contact
32088253,70032755968,70117176147,Contact
32088427,70032756142,70117007872,Contact
32088530,70032756245,70112319156,Contact
32088713,70032756428,70117585257,Contact
32088764,70032756479,70117645508,Contact
32088840,70032756555,70117657891,Contact
32088941,70032756656,70117677221,Contact
32106446,70032774112,70119272768,Contact
32109110,70032776775,70119219882,Contact
32109152,70032776817,70119272788,Contact
32207570,70032875010,70119272788,Contact
32262496,70032929779,70119814110,Contact
32320500,70032987610,70119272788,Contact
32364559,70033031653,70119272788,Contact
32372088,70033039168,70119819965,Contact
32372153,70033039233,70119819965,Contact
32372209,70033039289,70119819965,Contact
32381269,70033048327,70110336438,Contact
32381305,70033048363,70110336438,Contact
32381486,70033048544,70111135263,Contact
32381515,70033048573,70119287057,Contact
32381566,70033048624,70119287057,Contact
32381737,70033048795,70119320458,Contact
32381834,70033048892,70119272768,Contact
32382031,70033049087,70119673846,Contact
32382372,70033049428,70112108548,Contact
32405135,70033072087,70113733384,Contact
32408151,70033075097,70113897676,Contact
32408750,70033075695,70114764592,Contact
32408825,70033075770,70114841319,Contact
32408891,70033075835,70114877718,Contact
32413772,70033080705,70115169034,Contact
32413850,70033080783,70117070461,Contact
32413877,70033080810,70117070461,Contact
32417155,70033084083,70119676046,Contact
32429722,70033096624,70120551345,Contact
32443198,70033110078,70101625255,Contact
32443283,70033110164,70101169226,Contact
32443327,70033110208,70105354335,Contact
32443400,70033110281,70104093700,Contact
32443555,70033110436,70111552534,Contact
32443598,70033110479,70110379286,Contact
32444030,70033110910,70086245375,Contact
32444061,70033110941,70103342869,Contact
32444190,70033111070,70107321001,Contact
32444831,70033111712,70110141308,Contact
32444849,70033111730,70110141308,Contact
32444865,70033111746,70110141308,Contact
32444983,70033111864,70110141308,Contact
32445739,70033112618,70107321003,Contact
32450384,70033117260,70107585566,Contact
32450447,70033117323,70180046024,Contact
32450492,70033117368,70110021745,Contact
32450522,70033117398,70111317423,Contact
32450620,70033117496,70114007666,Contact
32453407,70033120279,70113690809,Contact
32453530,70033120402,70114937563,Contact
32453569,70033120441,70115093015,Contact
32454527,70033121399,70116598596,Contact
32455245,70033122115,70117263235,Contact
32461021,70033127892,70115539923,Contact
32478602,70033145437,70120441662,Contact
32482354,70033149176,70113414621,Contact
32482431,70033149252,70115093015,Contact
32482508,70033149329,70115093015,Contact
32482623,70033149442,70116046268,Contact
32482943,70033149761,70117322660,Contact
32482969,70033149787,70117322660,Contact
32483059,70033149876,70117490031,Contact
32483334,70033150149,70118050762,Contact
32483365,70033150180,70118050762,Contact
32489654,70033156461,70117791441,Contact
32489762,70033156568,70116447633,Contact
32489789,70033156595,70118811725,Contact
32489845,70033156651,70118484147,Contact
32489896,70033156702,70118484147,Contact
32489992,70033156798,70119037804,Contact
32490015,70033156821,70119106182,Contact
32490431,70033157237,70117585257,Contact
32490470,70033157276,70119326661,Contact
32490686,70033157492,70119328694,Contact
32490745,70033157551,70119328694,Contact
32490797,70033157603,70119374635,Contact
32491928,70033158735,70119814005,Contact
32491944,70033158751,70119814005,Contact
32491993,70033158800,70119814005,Contact
32492121,70033158928,70119860247,Contact
32493026,70033159833,70120149373,Contact
32493346,70033160153,70120483655,Contact
32493608,70033160415,70120620452,Contact
32493711,70033160518,70120685274,Contact
32493871,70033160676,70109508760,Contact
32494208,70033161010,70111173180,Contact
32494390,70033161193,70111173182,Contact
32494562,70033161365,70111401826,Contact
32494667,70033161469,70111584945,Contact
32494703,70033161505,70113733384,Contact
32494729,70033161531,70114877718,Contact
32494879,70033161679,70116168470,Contact
32495362,70033162164,70118121654,Contact
32497410,70033164202,70120241970,Contact
32497622,70033164415,70120241970,Contact
32497954,70033164744,70120241970,Contact
32497990,70033164780,70120265540,Contact
32498375,70033165161,70120361064,Contact
32498580,70033165364,70120388943,Contact
32636637,70033302979,70121246874,Contact
32722518,70033388656,70121609292,Contact
32724752,70033390883,70113764885,Contact
32756895,70033422943,70121278379,Contact
32786367,70033452385,70121790409,Contact
32786410,70033452428,70121609292,Contact
32786681,70033452699,70121609292,Contact
32786799,70033452817,70121665119,Contact
32786882,70033452900,70121686486,Contact
32787152,70033453170,70121665119,Contact
32787945,70033453963,70121686486,Contact
32814345,70033480356,70121905948,Contact
32849744,70033515697,70121665119,Contact
32850084,70033516036,70120388943,Contact
32850227,70033516179,70120361064,Contact
32850299,70033516251,70119242096,Contact
32850345,70033516297,70119242096,Contact
32853472,70033519420,70122075990,Contact
32895760,70033561571,70121747060,Contact
32896732,70033562538,70122198748,Contact
32924717,70033590494,70121905948,Contact
32924795,70033590572,70122075990,Contact
32924895,70033590670,70122309974,Contact
32925069,70033590843,70122309974,Contact
32960951,70033626767,70121665119,Contact
32960958,70033626774,70121665119,Contact
32962777,70033628592,70122393822,Contact
32962795,70033628610,70122393822,Contact
32980101,70033645903,70122075990,Contact
32980140,70033645942,70121905948,Contact
32980212,70033646014,70119860247,Contact
32980256,70033646058,70119374635,Contact
32980407,70033646209,70119326661,Contact
32980508,70033646310,70117898871,Contact
32996077,70033661851,70122518448,Contact
33001582,70033667350,70122528948,Contact
33002350,70033668115,70122456697,Contact
33004101,70033669868,70122456697,Contact
33016486,70033682236,70122456697,Contact
33022033,70033687777,70122577184,Contact
33022104,70033687848,70122577184,Contact
33022261,70033688005,70122577184,Contact
33022422,70033688166,70122577184,Contact
33022457,70033688201,70122577184,Contact
33026684,70033692426,70122198748,Contact
33026780,70033692522,70122198748,Contact
33026974,70033692716,70122579739,Contact
33036505,70033702207,70122625573,Contact
33037142,70033702844,70122625573,Contact
33039695,70033705395,70122625572,Contact
33040631,70033706333,70122625572,Contact
33043750,70033709454,70122393822,Contact
33043916,70033709620,70122661578,Contact
33044070,70033709774,70122456697,Contact
33044105,70033709809,70122516321,Contact
33046692,70033712396,70122665775,Contact
33090426,70033755989,70122456700,Contact
33095052,70033760618,70122756762,Contact
33095577,70033761142,70122752299,Contact
33096051,70033761617,70122665126,Contact
33098572,70033764124,70122840209,Contact
33099141,70033764691,70122840209,Contact
33100019,70033765567,70122885042,Contact
